欄位編號	欄位名稱	欄位敘述	資料型態	欄位長度/允許值	備註			
1	log_id	檢測紀錄 ID	INT		NOT NULL (PK)			
2	rule_id	套用的規則 ID	INT		(FK) 對應 ANOMALY_RULE.rule_id			
3	target_id	檢測目標 ID	INT		依 target_type 可對應 RoomId / user_id			
4	detected_value	實際檢測數值	DECIMAL	18	2	例：30000 (實際租金)		
5	expected_value	參考值	DECIMAL	18	2	例：20000 (區域平均租金)		
6	created_at	檢測產生時間	DATETIME					
								
表格名稱	"中文：預約
英文：RESERVATION"		索引鍵					
主鍵	reservation_id		外來鍵	listing_id → ROOM_LIST.room_id	 user_id → USER.user_id			
欄位編號	欄位名稱	欄位敘述	資料型態	欄位長度/允許值	備註			
1	reservation_id	預約 ID	INT		NOT NULL (PK，自動遞增)			
2	listing_id	房源 ID	INT		(FK) 對應 ROOM_LIST.room_id			
3	user_id	使用者 ID	INT		(FK) 對應 USER.user_id			
4	start_date	開始日期	DATE		NOT NULL			
5	end_date	結束日期	DATE		NOT NULL			
6	status	狀態	VARCHAR	20	NOT NULL，ENUM: pending | confirmed | cancelled			
7	created_at	建立時間	DATETIME2		NOT NULL，default: SYSUTCDATETIME()			
備註	CHECK 條件：StartDate < EndDate							
索引	(listing_id	 start_date	 end_date	 status) 名稱: IX_Reservation_List_Date				
								
表格名稱	"中文：MongoDB 對應
英文：MONGODB"		索引鍵					
主鍵	mongodb_id		外來鍵	ListingId → ROOM_LIST.room_id				
欄位編號	欄位名稱	欄位敘述	資料型態	欄位長度/允許值	備註			
1	mongodb_id	Mongo 文件 ID	VARCHAR	24	NOT NULL (PK)；常見為 24 位十六進位字串			
2	ListingId	關聯房源 ID	INT		(FK) 對應 ROOM_LIST.room_id			
3	description	描述	NVARCHAR	MAX				
4	ImageUrl	圖片網址	NVARCHAR	500				
